,Economics,House,Society,Fashion,Education,Technology,Politics,PE,Game,Entertainment
负责人,739.0,1184.0,736.0,46.0,417.0,364.0,748.0,28.0,93.0,312.0
细则,208.0,106.0,7.0,0.0,47.0,3.0,56.0,0.0,5.0,7.0
巨亏,61.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
坏账,112.0,22.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
首席,228.0,297.0,49.0,38.0,99.0,185.0,31.0,21.0,101.0,36.0
弱势,104.0,34.0,6.0,4.0,10.0,4.0,13.0,9.0,10.0,14.0
说明书,108.0,15.0,12.0,1.0,2.0,7.0,3.0,0.0,23.0,15.0
利益,515.0,777.0,120.0,9.0,260.0,77.0,845.0,88.0,101.0,77.0
费用,770.0,743.0,485.0,15.0,2068.0,148.0,192.0,25.0,145.0,72.0
汇价,80.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
玉石,149.0,1.0,3.0,10.0,10.0,1.0,2.0,0.0,3.0,1.0
期权,105.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,0.0
高位,178.0,263.0,3.0,0.0,8.0,1.0,17.0,161.0,0.0,5.0
画廊,136.0,5.0,2.0,4.0,7.0,2.0,0.0,0.0,4.0,4.0
游戏,66.0,91.0,153.0,77.0,175.0,211.0,10.0,78.0,28427.0,226.0
开发商,209.0,8751.0,218.0,0.0,35.0,20.0,24.0,0.0,483.0,36.0
社保,209.0,75.0,61.0,0.0,6.0,1.0,96.0,0.0,0.0,0.0
周期性,116.0,43.0,1.0,0.0,3.0,31.0,11.0,2.0,4.0,0.0
时机,248.0,245.0,46.0,16.0,152.0,51.0,86.0,80.0,82.0,69.0
高息,77.0,21.0,18.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
承受能力,111.0,79.0,8.0,0.0,24.0,4.0,5.0,2.0,10.0,3.0
金融股,79.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
朋友,281.0,622.0,1128.0,187.0,1360.0,566.0,129.0,158.0,605.0,907.0
城市,315.0,7674.0,160.0,221.0,1100.0,444.0,557.0,99.0,339.0,484.0
技术,312.0,663.0,262.0,130.0,1812.0,2557.0,880.0,712.0,835.0,594.0
作品,1123.0,254.0,109.0,503.0,209.0,382.0,29.0,3.0,1510.0,2364.0
财务,247.0,468.0,74.0,1.0,174.0,11.0,76.0,9.0,21.0,9.0
实体,195.0,430.0,6.0,18.0,21.0,15.0,65.0,0.0,82.0,12.0
瓷器,128.0,12.0,24.0,4.0,23.0,55.0,1.0,0.0,5.0,1.0
黄金,536.0,285.0,76.0,104.0,77.0,142.0,67.0,90.0,81.0,158.0
民间,411.0,256.0,71.0,38.0,75.0,60.0,144.0,10.0,32.0,59.0
边际,74.0,16.0,0.0,0.0,11.0,3.0,1.0,1.0,2.0,5.0
户数,85.0,31.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
吸引力,209.0,138.0,6.0,56.0,194.0,73.0,22.0,39.0,43.0,86.0
保本,76.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
准备金,110.0,15.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
概率,143.0,56.0,19.0,1.0,44.0,146.0,1.0,24.0,56.0,9.0
佣金,125.0,52.0,16.0,2.0,25.0,5.0,25.0,2.0,0.0,1.0
钢铁,197.0,147.0,11.0,4.0,14.0,37.0,64.0,7.0,66.0,18.0
银行业务,73.0,4.0,4.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0
前景,284.0,392.0,10.0,9.0,358.0,109.0,106.0,140.0,81.0,84.0
分支机构,101.0,16.0,1.0,0.0,41.0,1.0,11.0,0.0,4.0,0.0
总经理,440.0,965.0,86.0,53.0,176.0,22.0,84.0,398.0,60.0,94.0
溢价,163.0,332.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,0.0
银行存款,84.0,16.0,16.0,0.0,41.0,0.0,10.0,0.0,0.0,0.0
点位,67.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0
内容,260.0,674.0,360.0,155.0,910.0,324.0,851.0,167.0,2025.0,484.0
理财师,67.0,3.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0
态度,429.0,461.0,242.0,172.0,382.0,127.0,298.0,340.0,144.0,388.0
形势,376.0,758.0,35.0,20.0,264.0,34.0,838.0,118.0,37.0,38.0
信用风险,60.0,9.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
高价,216.0,633.0,35.0,13.0,29.0,24.0,18.0,8.0,5.0,24.0
被套,76.0,16.0,12.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
专场,175.0,21.0,8.0,42.0,39.0,0.0,5.0,0.0,6.0,40.0
市民,465.0,710.0,945.0,44.0,70.0,102.0,197.0,7.0,96.0,73.0
标准,850.0,1434.0,249.0,142.0,1291.0,389.0,758.0,76.0,211.0,306.0
角色,86.0,171.0,38.0,120.0,127.0,138.0,67.0,480.0,1908.0,4443.0
员工,479.0,489.0,740.0,22.0,414.0,64.0,137.0,13.0,140.0,48.0
内需,200.0,352.0,0.0,2.0,7.0,0.0,410.0,0.0,1.0,4.0
事情,280.0,760.0,930.0,112.0,947.0,481.0,218.0,993.0,481.0,1030.0
手机,224.0,78.0,1228.0,80.0,399.0,340.0,64.0,144.0,4364.0,197.0
新高,158.0,198.0,5.0,1.0,42.0,3.0,4.0,167.0,3.0,16.0
金融业,93.0,49.0,2.0,1.0,24.0,2.0,21.0,0.0,1.0,3.0
网站,332.0,400.0,513.0,184.0,1072.0,668.0,582.0,119.0,1523.0,219.0
安全性,109.0,26.0,11.0,2.0,40.0,76.0,36.0,1.0,11.0,7.0
环境,814.0,2087.0,179.0,126.0,1500.0,1473.0,820.0,99.0,480.0,396.0
医药,181.0,29.0,52.0,0.0,37.0,21.0,172.0,0.0,1.0,0.0
社会,433.0,1775.0,604.0,184.0,2029.0,334.0,2541.0,33.0,240.0,639.0
时期,457.0,503.0,48.0,95.0,309.0,503.0,300.0,201.0,170.0,293.0
假币,234.0,0.0,38.0,0.0,0.0,0.0,56.0,0.0,0.0,1.0
方式,1424.0,1919.0,569.0,359.0,1720.0,1105.0,924.0,522.0,1398.0,917.0
警方,226.0,84.0,3819.0,14.0,215.0,108.0,413.0,87.0,36.0,77.0
金价,91.0,6.0,6.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0
珍品,75.0,2.0,1.0,7.0,7.0,6.0,4.0,0.0,5.0,4.0
艺术家,403.0,113.0,18.0,92.0,57.0,71.0,4.0,3.0,10.0,201.0
记录,277.0,118.0,121.0,12.0,142.0,176.0,34.0,58.0,50.0,42.0
副总经理,170.0,389.0,17.0,12.0,25.0,3.0,27.0,8.0,12.0,35.0
均线,89.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
月度,88.0,65.0,0.0,0.0,5.0,0.0,6.0,4.0,2.0,2.0
土地,172.0,10291.0,130.0,13.0,134.0,144.0,582.0,3.0,63.0,31.0
活期,66.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
衍生品,93.0,8.0,0.0,4.0,2.0,0.0,2.0,1.0,7.0,51.0
异地,183.0,69.0,9.0,2.0,29.0,1.0,24.0,27.0,4.0,9.0
报道,293.0,362.0,387.0,30.0,607.0,1154.0,892.0,436.0,213.0,312.0
友邦,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
身份证,281.0,142.0,371.0,12.0,61.0,7.0,52.0,3.0,10.0,20.0
不良率,69.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
通道,228.0,232.0,93.0,10.0,109.0,89.0,81.0,35.0,32.0,39.0
生肖,107.0,0.0,2.0,18.0,11.0,0.0,4.0,1.0,1.0,9.0
前提,223.0,270.0,38.0,34.0,180.0,49.0,105.0,73.0,69.0,63.0
东西,229.0,1061.0,549.0,254.0,795.0,541.0,67.0,280.0,496.0,1497.0
方向,488.0,503.0,303.0,67.0,520.0,506.0,379.0,108.0,197.0,218.0
保证金,164.0,84.0,20.0,0.0,55.0,0.0,10.0,0.0,0.0,0.0
长线,76.0,74.0,1.0,1.0,13.0,0.0,3.0,1.0,0.0,19.0
权重,71.0,26.0,0.0,1.0,11.0,0.0,3.0,1.0,2.0,1.0
人物,127.0,123.0,165.0,151.0,190.0,153.0,109.0,146.0,1269.0,1941.0
国海,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
名画,60.0,1.0,7.0,2.0,5.0,0.0,0.0,0.0,1.0,3.0
家庭,222.0,1556.0,550.0,57.0,2427.0,295.0,359.0,55.0,76.0,413.0
成交价,155.0,234.0,4.0,0.0,3.0,3.0,8.0,0.0,1.0,2.0
富豪,347.0,72.0,38.0,10.0,133.0,16.0,16.0,8.0,9.0,34.0
体系,496.0,682.0,37.0,37.0,586.0,111.0,790.0,313.0,107.0,42.0
成绩,119.0,140.0,240.0,24.0,4681.0,74.0,182.0,462.0,248.0,806.0
网友,234.0,976.0,1537.0,191.0,525.0,180.0,136.0,53.0,213.0,1094.0
新政,252.0,189.0,2.0,0.0,582.0,0.0,42.0,0.0,1.0,0.0
孩子,93.0,449.0,3095.0,159.0,5216.0,442.0,107.0,139.0,209.0,860.0
试点,152.0,157.0,7.0,0.0,10.0,7.0,133.0,0.0,0.0,1.0
总量,191.0,470.0,7.0,2.0,89.0,79.0,124.0,2.0,7.0,17.0
净利润,211.0,465.0,0.0,2.0,5.0,2.0,6.0,0.0,13.0,3.0
两人,89.0,83.0,1835.0,87.0,264.0,67.0,241.0,820.0,226.0,1311.0
流程,179.0,148.0,18.0,17.0,158.0,28.0,42.0,4.0,140.0,29.0
字画,86.0,5.0,9.0,2.0,3.0,0.0,1.0,0.0,6.0,3.0
尾盘,63.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
制度,467.0,945.0,88.0,3.0,411.0,37.0,1341.0,16.0,40.0,116.0
强势,205.0,116.0,6.0,92.0,38.0,3.0,8.0,154.0,101.0,114.0
钱币,90.0,1.0,13.0,0.0,4.0,19.0,0.0,0.0,6.0,1.0
董事会,118.0,136.0,2.0,1.0,37.0,19.0,44.0,9.0,22.0,3.0
存折,170.0,10.0,108.0,1.0,15.0,0.0,3.0,0.0,0.0,0.0
煤炭,120.0,74.0,18.0,1.0,11.0,10.0,97.0,0.0,2.0,0.0
成交率,67.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
男子,106.0,53.0,5107.0,17.0,152.0,189.0,131.0,11.0,49.0,76.0
外方,97.0,1.0,0.0,0.0,37.0,0.0,14.0,0.0,0.0,3.0
品相,41.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
钾肥,71.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
故事,68.0,126.0,142.0,94.0,316.0,173.0,18.0,72.0,1360.0,3252.0
明星,205.0,99.0,128.0,1617.0,165.0,73.0,10.0,244.0,255.0,1832.0
真伪,89.0,8.0,25.0,3.0,22.0,17.0,10.0,1.0,3.0,4.0
产品线,74.0,59.0,0.0,18.0,0.0,4.0,1.0,2.0,17.0,0.0
财长,61.0,5.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0
远期,63.0,18.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0
官方,101.0,212.0,29.0,56.0,535.0,162.0,163.0,319.0,2585.0,170.0
文化,373.0,1269.0,212.0,467.0,2015.0,240.0,718.0,29.0,379.0,900.0
照片,103.0,189.0,625.0,176.0,262.0,2341.0,46.0,82.0,137.0,399.0
单位,788.0,1261.0,952.0,33.0,326.0,185.0,1154.0,17.0,754.0,133.0
角度,340.0,812.0,61.0,56.0,249.0,291.0,88.0,162.0,153.0,310.0
真品,58.0,3.0,5.0,6.0,4.0,0.0,2.0,0.0,1.0,0.0
风暴,165.0,99.0,29.0,40.0,58.0,302.0,67.0,33.0,83.0,23.0
效果,261.0,359.0,111.0,1185.0,214.0,704.0,187.0,249.0,1075.0,712.0
小额,65.0,4.0,4.0,0.0,2.0,1.0,9.0,1.0,4.0,0.0
资料,481.0,539.0,314.0,8.0,570.0,326.0,398.0,33.0,253.0,230.0
方案,509.0,1119.0,101.0,134.0,618.0,217.0,622.0,129.0,59.0,42.0
海啸,116.0,58.0,1.0,11.0,19.0,209.0,106.0,5.0,6.0,32.0
热点,204.0,393.0,14.0,40.0,159.0,48.0,113.0,11.0,20.0,70.0
泡沫,242.0,1158.0,5.0,8.0,38.0,38.0,8.0,2.0,3.0,12.0
款项,121.0,110.0,61.0,6.0,37.0,6.0,98.0,3.0,2.0,9.0
系列,315.0,213.0,76.0,1205.0,117.0,466.0,101.0,32.0,2244.0,545.0
盛世,80.0,12.0,1.0,3.0,9.0,1.0,0.0,2.0,26.0,11.0
贷款人,66.0,36.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
位置,167.0,916.0,240.0,113.0,334.0,634.0,121.0,1186.0,375.0,173.0
总数,171.0,73.0,20.0,4.0,262.0,56.0,74.0,31.0,29.0,32.0
纸币,107.0,1.0,31.0,0.0,44.0,3.0,2.0,1.0,0.0,1.0
从业人员,116.0,35.0,10.0,2.0,43.0,4.0,23.0,0.0,17.0,12.0
财政赤字,54.0,5.0,1.0,0.0,6.0,0.0,56.0,0.0,1.0,0.0
差异,201.0,189.0,17.0,34.0,404.0,227.0,46.0,14.0,50.0,81.0
意愿,173.0,237.0,19.0,1.0,112.0,14.0,96.0,44.0,30.0,33.0
全国,458.0,2666.0,261.0,155.0,682.0,207.0,1635.0,108.0,239.0,1197.0
情绪,314.0,208.0,312.0,48.0,153.0,92.0,67.0,180.0,59.0,373.0
车贷,98.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
还款额,63.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
绩效,85.0,11.0,0.0,1.0,12.0,1.0,50.0,2.0,0.0,2.0
主角,74.0,82.0,71.0,203.0,61.0,32.0,13.0,82.0,1042.0,2141.0
现货,68.0,6.0,1.0,6.0,2.0,2.0,1.0,0.0,1.0,0.0
能力,1151.0,1160.0,287.0,103.0,3037.0,1431.0,905.0,1582.0,914.0,287.0
行家,49.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,12.0
专业,166.0,273.0,182.0,165.0,5879.0,137.0,214.0,20.0,98.0,257.0
央企,118.0,527.0,0.0,0.0,1.0,0.0,83.0,0.0,0.0,0.0
全额,178.0,56.0,30.0,5.0,245.0,1.0,28.0,4.0,5.0,5.0
一段时间,278.0,346.0,155.0,28.0,262.0,142.0,67.0,248.0,106.0,136.0
大关,94.0,56.0,2.0,1.0,8.0,15.0,1.0,22.0,12.0,70.0
局面,266.0,613.0,23.0,9.0,87.0,35.0,134.0,328.0,87.0,89.0
信息,990.0,1287.0,548.0,105.0,1855.0,967.0,806.0,78.0,840.0,195.0
关系,418.0,1112.0,786.0,96.0,770.0,310.0,3041.0,349.0,300.0,848.0
逆势,60.0,50.0,0.0,3.0,5.0,1.0,2.0,2.0,7.0,1.0
房子,234.0,3691.0,623.0,2.0,526.0,98.0,31.0,15.0,49.0,98.0
精神,135.0,252.0,494.0,298.0,397.0,121.0,663.0,236.0,263.0,677.0
网络,290.0,516.0,569.0,298.0,641.0,477.0,353.0,40.0,1679.0,495.0
环比,283.0,2002.0,2.0,0.0,2.0,1.0,17.0,1.0,15.0,0.0
对方,147.0,145.0,1161.0,52.0,334.0,103.0,138.0,699.0,319.0,550.0
面积,116.0,4388.0,108.0,89.0,118.0,353.0,223.0,10.0,26.0,21.0
房价,406.0,8792.0,44.0,1.0,128.0,3.0,58.0,1.0,2.0,29.0
险资,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
家具,465.0,108.0,85.0,45.0,66.0,42.0,10.0,1.0,17.0,25.0
佳士,41.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
对象,294.0,421.0,175.0,57.0,225.0,178.0,199.0,104.0,123.0,189.0
私人,332.0,157.0,75.0,35.0,211.0,135.0,103.0,32.0,35.0,69.0
房地产,746.0,10126.0,57.0,4.0,113.0,12.0,200.0,5.0,1.0,28.0
楼市,302.0,6516.0,16.0,1.0,11.0,0.0,61.0,0.0,0.0,7.0
住宅,76.0,5438.0,73.0,5.0,147.0,78.0,50.0,1.0,6.0,3.0
地块,13.0,3874.0,10.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0
住房,679.0,4159.0,103.0,1.0,246.0,23.0,513.0,0.0,4.0,1.0
地产,220.0,3142.0,12.0,2.0,28.0,6.0,10.0,0.0,3.0,14.0
商品房,64.0,2521.0,28.0,0.0,4.0,0.0,56.0,0.0,0.0,0.0
业主,48.0,3405.0,417.0,1.0,15.0,7.0,21.0,0.0,9.0,15.0
专区,0.0,1867.0,3.0,6.0,5.0,3.0,9.0,7.0,198.0,0.0
物业,42.0,2830.0,208.0,6.0,30.0,1.0,8.0,0.0,4.0,3.0
均价,37.0,2155.0,4.0,3.0,5.0,0.0,2.0,1.0,0.0,1.0
房产,335.0,2185.0,189.0,2.0,171.0,1.0,28.0,26.0,10.0,18.0
地价,7.0,2032.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
房屋,180.0,2558.0,366.0,1.0,128.0,143.0,105.0,1.0,73.0,14.0
购房者,175.0,1755.0,12.0,0.0,7.0,1.0,11.0,0.0,0.0,0.0
区域,264.0,4046.0,94.0,47.0,297.0,1059.0,373.0,54.0,218.0,27.0
博客,21.0,1980.0,187.0,67.0,171.0,81.0,36.0,67.0,111.0,192.0
二手房,128.0,2044.0,11.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0
户型,9.0,1400.0,17.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0
政府,969.0,4800.0,255.0,14.0,1544.0,370.0,1978.0,16.0,109.0,108.0
房企,39.0,1464.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
房源,24.0,1588.0,16.0,0.0,15.0,0.0,7.0,0.0,0.0,1.0
用地,13.0,1809.0,17.0,0.0,6.0,8.0,218.0,0.0,0.0,3.0
建筑,93.0,3178.0,168.0,54.0,344.0,511.0,94.0,4.0,341.0,102.0
建筑面积,24.0,1040.0,22.0,4.0,8.0,4.0,7.0,0.0,10.0,2.0
规划,85.0,2022.0,29.0,22.0,618.0,84.0,697.0,12.0,57.0,37.0
房地产业,41.0,940.0,1.0,0.0,2.0,0.0,22.0,1.0,0.0,0.0
别墅,39.0,1563.0,146.0,6.0,65.0,5.0,7.0,9.0,14.0,31.0
商业,220.0,2872.0,53.0,74.0,752.0,220.0,163.0,67.0,173.0,812.0
商品,352.0,1649.0,97.0,421.0,147.0,46.0,169.0,5.0,76.0,32.0
总价,45.0,770.0,8.0,4.0,1.0,3.0,5.0,5.0,1.0,0.0
小区,24.0,1514.0,730.0,3.0,53.0,8.0,23.0,0.0,1.0,5.0
主持人,59.0,2440.0,79.0,80.0,1212.0,81.0,73.0,44.0,98.0,1423.0
豪宅,54.0,1318.0,24.0,7.0,55.0,20.0,67.0,18.0,10.0,27.0
供应量,51.0,752.0,1.0,0.0,6.0,6.0,8.0,0.0,0.0,0.0
租金,67.0,1152.0,66.0,10.0,106.0,0.0,22.0,1.0,2.0,9.0
样板间,0.0,504.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0
地段,7.0,707.0,32.0,11.0,24.0,7.0,10.0,0.0,0.0,7.0
楼面,6.0,442.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0
写字楼,26.0,795.0,14.0,14.0,30.0,2.0,1.0,2.0,1.0,6.0
论坛,118.0,1247.0,235.0,45.0,257.0,73.0,333.0,29.0,601.0,227.0
单价,20.0,507.0,26.0,5.0,2.0,2.0,4.0,0.0,12.0,0.0
楼盘,18.0,479.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
相册,1.0,420.0,19.0,2.0,5.0,19.0,2.0,0.0,5.0,1.0
产权,36.0,768.0,51.0,0.0,18.0,3.0,69.0,6.0,6.0,1.0
资源,382.0,1599.0,61.0,39.0,613.0,329.0,599.0,21.0,302.0,126.0
销售额,29.0,682.0,11.0,35.0,13.0,7.0,11.0,0.0,50.0,3.0
社区,19.0,1426.0,173.0,24.0,331.0,37.0,99.0,26.0,191.0,18.0
新房,27.0,592.0,52.0,0.0,12.0,1.0,4.0,1.0,3.0,2.0
地图,4.0,1029.0,16.0,4.0,45.0,141.0,16.0,2.0,1663.0,5.0
董事长,321.0,876.0,95.0,39.0,98.0,17.0,394.0,15.0,24.0,121.0
全市,33.0,583.0,66.0,6.0,16.0,14.0,22.0,2.0,2.0,3.0
居民,315.0,1452.0,890.0,11.0,455.0,281.0,579.0,2.0,54.0,24.0
刚性,15.0,439.0,0.0,1.0,4.0,4.0,6.0,0.0,0.0,0.0
新盘,5.0,400.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
公寓,28.0,622.0,67.0,13.0,162.0,28.0,6.0,7.0,13.0,11.0
楼价,5.0,512.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,2.0
套数,13.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
产业,376.0,1548.0,15.0,113.0,361.0,103.0,652.0,20.0,512.0,217.0
廉租房,8.0,508.0,8.0,0.0,6.0,0.0,22.0,0.0,0.0,0.0
不动产,22.0,481.0,1.0,1.0,15.0,0.0,15.0,0.0,0.0,1.0
交通,38.0,1014.0,200.0,30.0,243.0,145.0,386.0,2.0,50.0,34.0
交易量,101.0,519.0,2.0,2.0,2.0,0.0,15.0,0.0,4.0,1.0
综合体,0.0,703.0,0.0,2.0,3.0,6.0,2.0,1.0,2.0,4.0
品牌,279.0,1592.0,111.0,3151.0,282.0,165.0,178.0,49.0,289.0,274.0
销售价格,14.0,406.0,3.0,1.0,0.0,6.0,15.0,0.0,0.0,0.0
专家,935.0,1986.0,555.0,94.0,2946.0,1416.0,613.0,367.0,80.0,230.0
地产商,22.0,367.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0
消费者,455.0,1115.0,91.0,445.0,174.0,440.0,259.0,3.0,83.0,34.0
现房,3.0,337.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
设施,13.0,677.0,75.0,10.0,234.0,173.0,308.0,6.0,46.0,15.0
期房,2.0,343.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
品质,63.0,723.0,9.0,179.0,121.0,83.0,25.0,7.0,187.0,132.0
地铁,19.0,651.0,89.0,38.0,102.0,19.0,26.0,3.0,39.0,18.0
楼面地价,0.0,272.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
景观,5.0,485.0,10.0,13.0,18.0,70.0,17.0,0.0,14.0,17.0
老百姓,109.0,593.0,49.0,5.0,51.0,24.0,83.0,3.0,5.0,83.0
中介,355.0,915.0,92.0,0.0,1538.0,12.0,34.0,0.0,3.0,7.0
嘉宾,16.0,770.0,26.0,133.0,313.0,11.0,33.0,26.0,61.0,314.0
公积金,125.0,912.0,17.0,0.0,2.0,0.0,78.0,0.0,0.0,8.0
中心,355.0,1260.0,418.0,95.0,1074.0,582.0,426.0,116.0,199.0,88.0
城乡,23.0,509.0,13.0,0.0,13.0,4.0,394.0,0.0,0.0,5.0
工程,115.0,1067.0,352.0,23.0,697.0,577.0,785.0,4.0,41.0,47.0
套房,126.0,280.0,19.0,0.0,36.0,16.0,9.0,0.0,1.0,13.0
售价,82.0,599.0,20.0,54.0,24.0,620.0,6.0,4.0,160.0,7.0
园林,2.0,367.0,6.0,1.0,14.0,2.0,0.0,0.0,0.0,6.0
底价,20.0,279.0,6.0,1.0,0.0,4.0,1.0,0.0,2.0,2.0
税费,16.0,330.0,6.0,0.0,5.0,0.0,71.0,1.0,0.0,0.0
一线,109.0,552.0,42.0,102.0,55.0,28.0,61.0,50.0,40.0,267.0
销售量,35.0,291.0,3.0,9.0,0.0,1.0,11.0,1.0,32.0,1.0
房地产商,10.0,236.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0
概念,144.0,823.0,17.0,172.0,202.0,199.0,36.0,22.0,201.0,293.0
人群,142.0,661.0,128.0,145.0,402.0,131.0,67.0,23.0,85.0,124.0
购买力,43.0,259.0,0.0,2.0,8.0,0.0,6.0,0.0,4.0,6.0
资本金,84.0,546.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0
条件,553.0,1194.0,289.0,64.0,1636.0,418.0,684.0,92.0,227.0,212.0
楼房,2.0,396.0,124.0,1.0,24.0,4.0,6.0,1.0,2.0,4.0
集团,108.0,489.0,50.0,25.0,100.0,14.0,79.0,7.0,26.0,33.0
供需,26.0,253.0,4.0,3.0,2.0,3.0,16.0,0.0,0.0,2.0
重点,292.0,851.0,101.0,219.0,398.0,145.0,1081.0,43.0,102.0,176.0
人居,2.0,382.0,1.0,0.0,3.0,1.0,21.0,1.0,0.0,0.0
房市,31.0,266.0,3.0,0.0,12.0,0.0,14.0,0.0,0.0,1.0
观点,285.0,710.0,78.0,35.0,275.0,510.0,68.0,96.0,97.0,124.0
库存,50.0,353.0,11.0,30.0,1.0,11.0,41.0,0.0,5.0,3.0
战略,298.0,874.0,4.0,54.0,200.0,91.0,1025.0,25.0,357.0,55.0
售楼处,3.0,196.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
计划,1064.0,1529.0,151.0,79.0,2103.0,1285.0,1042.0,295.0,438.0,654.0
董事,119.0,345.0,11.0,19.0,73.0,22.0,105.0,8.0,3.0,24.0
商铺,21.0,459.0,41.0,12.0,9.0,1.0,1.0,0.0,1.0,10.0
国企,63.0,387.0,20.0,2.0,30.0,2.0,51.0,1.0,1.0,3.0
城区,6.0,307.0,89.0,1.0,6.0,5.0,11.0,0.0,2.0,2.0
新地,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
发展商,2.0,215.0,2.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0
生态,18.0,533.0,32.0,16.0,39.0,181.0,208.0,1.0,19.0,17.0
低价,68.0,313.0,58.0,56.0,13.0,60.0,17.0,6.0,11.0,13.0
层面,136.0,431.0,12.0,13.0,96.0,57.0,90.0,25.0,27.0,99.0
理念,243.0,720.0,17.0,294.0,289.0,71.0,98.0,33.0,131.0,96.0
降幅,106.0,307.0,2.0,0.0,4.0,22.0,13.0,8.0,2.0,1.0
五环,0.0,195.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0
买房人,7.0,198.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
供求,34.0,219.0,0.0,0.0,3.0,5.0,31.0,0.0,2.0,1.0
国家,1124.0,1973.0,412.0,118.0,5050.0,1063.0,3239.0,67.0,585.0,372.0
固定资产,23.0,281.0,5.0,0.0,4.0,0.0,54.0,0.0,0.0,0.0
阶段,605.0,995.0,92.0,52.0,857.0,434.0,470.0,335.0,444.0,392.0
模式,435.0,1116.0,29.0,81.0,534.0,828.0,172.0,141.0,2004.0,233.0
作用,516.0,1102.0,144.0,300.0,453.0,793.0,898.0,582.0,309.0,230.0
过程,811.0,1758.0,845.0,153.0,1214.0,1829.0,624.0,315.0,712.0,1244.0
业界,125.0,349.0,10.0,43.0,91.0,30.0,81.0,52.0,155.0,101.0
体量,7.0,158.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0
拐点,66.0,269.0,1.0,0.0,1.0,3.0,6.0,3.0,1.0,5.0
商圈,6.0,236.0,13.0,48.0,4.0,0.0,4.0,0.0,0.0,1.0
一手,29.0,261.0,39.0,4.0,21.0,7.0,3.0,39.0,14.0,45.0
